position_h,position_v,velocity_h,velocity_v,action_h,action_v,value
11,6,4,0,1,1,-25.0
7,7,4,1,-1,-1,0.0069020805940875896
7,7,4,1,-1,0,-21.0
7,7,4,1,-1,1,-3.0
7,7,4,1,0,-1,-15.0
7,7,4,1,0,0,-17.013692765957316
7,7,4,1,0,1,-13.0
7,7,4,1,1,-1,-15.541887519790734
7,7,4,1,1,0,-14.0
7,7,4,1,1,1,-3.0
2,8,5,1,-1,-1,-12.105365566222968
2,8,5,1,-1,0,-13.018336130016461
2,8,5,1,-1,1,-12.78430089904769
2,8,5,1,0,-1,-11.604751757619178
2,8,5,1,0,0,-11.362739056150337
2,8,5,1,0,1,-11.28928363872952
19,5,3,1,-1,-1,-27.0
19,5,3,1,-1,0,0.10827298678273534
19,5,3,1,-1,1,-9.0
19,5,3,1,0,-1,-21.0
19,5,3,1,0,0,-3.9999999999999996
19,5,3,1,0,1,-11.0
19,5,3,1,1,-1,0.01737971689471285
19,5,3,1,1,0,-4.0
19,5,3,1,1,1,-25.0
12,6,4,1,-1,-1,0.8940205037374986
12,6,4,1,-1,0,0.007184986578888108
12,6,4,1,-1,1,0.31362077901966856
12,6,4,1,0,-1,0.3930477712903321
12,6,4,1,0,0,-19.0
12,6,4,1,0,1,0.015772722497343072
12,6,4,1,1,-1,0.038357151757663854
12,6,4,1,1,0,0.42312016439500133
12,6,4,1,1,1,0.3764085983860844
8,7,4,1,-1,-1,-15.235688928588935
8,7,4,1,-1,0,-5.4653656315209105
8,7,4,1,-1,1,-14.515119339260897
8,7,4,1,0,-1,-13.810367283972335
8,7,4,1,0,0,-14.041628056169362
8,7,4,1,0,1,-15.584963976246087
8,7,4,1,1,-1,-23.0
8,7,4,1,1,0,-15.09561826612279
8,7,4,1,1,1,-14.088792179330145
2,11,3,2,-1,-1,-9.0
2,11,3,2,-1,0,-13.891344372424172
2,11,3,2,-1,1,0.40908662741563007
2,11,3,2,0,-1,-16.0
2,11,3,2,0,0,-14.0
2,11,3,2,0,1,0.42062962175458096
2,11,3,2,1,-1,-20.0
2,11,3,2,1,0,-5.0
2,11,3,2,1,1,-9.0
9,8,2,0,-1,0,-10.650895629950824
9,8,2,0,-1,1,-12.390338139931135
9,8,2,0,0,0,-5.753240631353937
9,8,2,0,0,1,-4.8794359270970284
9,8,2,0,1,0,-14.893570021409497
9,8,2,0,1,1,-15.39242715050662
16,7,1,1,-1,-1,-15.046347763951516
16,7,1,1,-1,0,-25.0
16,7,1,1,-1,1,-11.508293246909806
16,7,1,1,0,-1,-16.0
16,7,1,1,0,0,-10.478022873730403
16,7,1,1,0,1,-16.82203060122065
16,7,1,1,1,-1,-7.051470778667222
16,7,1,1,1,0,-14.00431021747685
16,7,1,1,1,1,-16.762028325606245
16,9,1,2,-1,-1,-14.0
16,9,1,2,-1,0,-11.0
16,9,1,2,-1,1,-10.804118121978256
16,9,1,2,0,-1,-13.865336640965422
16,9,1,2,0,0,-13.500713450450693
16,9,1,2,0,1,-12.0
16,9,1,2,1,-1,-19.00897330359215
16,9,1,2,1,0,-18.0
16,9,1,2,1,1,-11.0
19,8,0,2,0,-1,-24.0
19,8,0,2,0,0,-14.0
19,8,0,2,0,1,-20.78036890759642
19,8,0,2,1,-1,-13.0
19,8,0,2,1,0,-15.999999999999998
19,8,0,2,1,1,-10.0
6,9,3,1,-1,-1,-5.654863647330138
6,9,3,1,-1,0,-14.520007899477834
6,9,3,1,-1,1,-1.1819774406202388
6,9,3,1,0,-1,-11.187760650775871
6,9,3,1,0,0,-14.529197112952557
6,9,3,1,0,1,-13.154360697055033
6,9,3,1,1,-1,-12.921167140766931
6,9,3,1,1,0,-17.748169346968467
6,9,3,1,1,1,-11.86980846124678
6,7,3,0,-1,0,-16.04366309118785
6,7,3,0,-1,1,-15.494993912024304
6,7,3,0,0,0,-15.552784771682713
6,7,3,0,0,1,-12.055391902454392
6,7,3,0,1,0,-16.08862328358201
6,7,3,0,1,1,-12.68416996070868
4,8,2,1,-1,-1,-13.575436472971512
4,8,2,1,-1,0,-17.71797902056744
4,8,2,1,-1,1,-10.811843987993445
4,8,2,1,0,-1,-21.0
4,8,2,1,0,0,-11.299007821641439
4,8,2,1,0,1,-17.0
4,8,2,1,1,-1,-15.0
4,8,2,1,1,0,-14.427348892827606
4,8,2,1,1,1,-12.33751820527564
3,10,1,2,-1,-1,0.7196528785587172
3,10,1,2,-1,0,-7.0
3,10,1,2,-1,1,-11.0
3,10,1,2,0,-1,0.663835583400059
3,10,1,2,0,0,0.45488988399655983
3,10,1,2,0,1,0.0
3,10,1,2,1,-1,0.5490089296935287
3,10,1,2,1,0,-12.0
3,10,1,2,1,1,0.15323550198990377
2,13,1,3,-1,-1,0.1578902545342058
2,13,1,3,-1,0,0.1759940331271631
2,13,1,3,-1,1,0.2857366585547537
2,13,1,3,0,-1,0.7739500424428958
2,13,1,3,0,0,0.0
2,13,1,3,0,1,0.437577482716462
2,13,1,3,1,-1,-11.0
2,13,1,3,1,0,0.7590340644491381
2,13,1,3,1,1,0.27584981915180207
1,16,1,3,-1,-1,0.0
1,16,1,3,-1,0,0.0
1,16,1,3,-1,1,0.0
1,16,1,3,0,-1,0.0
1,16,1,3,0,0,0.0
1,16,1,3,0,1,0.0
1,16,1,3,1,-1,0.0
1,16,1,3,1,0,0.0
1,16,1,3,1,1,0.0
7,8,1,0,-1,0,-3.347036228757525
7,8,1,0,-1,1,-9.707026552975574
7,8,1,0,0,0,-10.286046466169669
7,8,1,0,0,1,-5.624270206497069
7,8,1,0,1,0,-13.976734560244665
7,8,1,0,1,1,-8.869357762121162
4,9,1,1,-1,-1,-20.5737798464186
4,9,1,1,-1,0,-2.0
4,9,1,1,-1,1,-7.436587295703914
4,9,1,1,0,-1,-7.999999999999999
4,9,1,1,0,0,-2.0
4,9,1,1,0,1,-16.0
4,9,1,1,1,-1,-10.0
4,9,1,1,1,0,-10.0
4,9,1,1,1,1,-19.0
7,7,4,0,-1,0,-12.138537432632196
7,7,4,0,-1,1,-12.245163885746914
7,7,4,0,0,0,-19.377966274148626
7,7,4,0,0,1,-11.575449518351931
7,7,4,0,1,0,-12.815640373606463
7,7,4,0,1,1,-19.0
4,8,3,1,-1,-1,-19.0
4,8,3,1,-1,0,-17.69447658605163
4,8,3,1,-1,1,-12.0
4,8,3,1,0,-1,-20.0
4,8,3,1,0,0,-20.0
4,8,3,1,0,1,-13.381573432237893
4,8,3,1,1,-1,-9.0
4,8,3,1,1,0,-10.424191159551638
4,8,3,1,1,1,-13.0
1,10,3,2,-1,-1,-16.0
1,10,3,2,-1,0,-12.546482592457114
1,10,3,2,-1,1,-12.0
1,10,3,2,0,-1,-8.089808274470233
1,10,3,2,0,0,-15.0
1,10,3,2,0,1,-7.0
1,10,3,2,1,-1,-14.487437454224445
1,10,3,2,1,0,-15.0
1,10,3,2,1,1,-8.0
5,9,2,1,-1,-1,-19.0
5,9,2,1,-1,0,-15.41071317963187
5,9,2,1,-1,1,-1.8451103191554283
5,9,2,1,0,-1,-13.0
5,9,2,1,0,0,-16.40371339112258
5,9,2,1,0,1,-12.8376080069265
5,9,2,1,1,-1,-12.218556853379454
5,9,2,1,1,0,-16.918525393242643
5,9,2,1,1,1,-12.2077539326532
10,8,4,1,-1,-1,-22.0
10,8,4,1,-1,0,-18.463791552999673
10,8,4,1,-1,1,-24.0
10,8,4,1,0,-1,-9.0
10,8,4,1,0,0,0.2372442523949857
10,8,4,1,0,1,-15.0
10,8,4,1,1,-1,0.12614441700139223
10,8,4,1,1,0,-16.0
10,8,4,1,1,1,-8.0
5,10,5,2,-1,-1,0.769895694735321
5,10,5,2,-1,0,-12.0
5,10,5,2,-1,1,-7.0
5,10,5,2,0,-1,0.2786171805561437
5,10,5,2,0,0,0.20788321465752935
5,10,5,2,0,1,0.3208268140798899
1,13,4,3,-1,-1,0.23506492743525031
1,13,4,3,-1,0,-10.0
1,13,4,3,-1,1,-18.0
1,13,4,3,0,-1,-19.0
1,13,4,3,0,0,-12.73697968986294
1,13,4,3,0,1,-15.0
1,13,4,3,1,-1,-15.858761154986983
1,13,4,3,1,0,-12.0
1,13,4,3,1,1,-9.0
12,9,0,0,0,1,-10.12689903355655
12,9,0,0,1,0,-17.65696806175079
12,9,0,0,1,1,-16.0
4,7,4,0,-1,0,-21.0
4,7,4,0,-1,1,-22.0
4,7,4,0,0,0,-10.33227134797114
4,7,4,0,0,1,-14.04691508189775
4,7,4,0,1,0,-18.03377549851116
4,7,4,0,1,1,-12.8904242377436
0,7,4,0,-1,0,-13.293877315778618
0,7,4,0,-1,1,-13.37298142769826
0,7,4,0,0,0,-11.732666045188152
0,7,4,0,0,1,-12.766175613659431
0,7,4,0,1,0,-12.548564833172586
0,7,4,0,1,1,-16.42654679305459
8,7,3,0,1,0,-16.411735273815598
8,7,3,0,-1,0,-9.454981762618424
8,7,3,0,-1,1,-14.034466933525621
8,7,3,0,0,0,-15.472816462904927
8,7,3,0,0,1,-15.876038320224623
8,7,3,0,1,1,-19.46003087685919
11,9,0,1,0,-1,-10.12069089725293
11,9,0,1,0,0,-10.0
11,9,0,1,0,1,-9.957890167136965
11,9,0,1,1,-1,-6.705251822723523
11,9,0,1,1,0,-16.113398336347828
11,9,0,1,1,1,-10.76294427416989
13,6,2,1,-1,-1,-5.0
13,6,2,1,-1,0,-12.0
13,6,2,1,-1,1,-18.0
13,6,2,1,0,-1,-6.0
13,6,2,1,0,0,-24.0
13,6,2,1,0,1,-3.0
13,6,2,1,1,-1,-7.0
13,6,2,1,1,0,-12.0
13,6,2,1,1,1,-15.0
0,7,3,0,-1,0,-10.282741301723306
0,7,3,0,-1,1,-21.0
0,7,3,0,0,0,-15.0
0,7,3,0,0,1,-11.0
0,7,3,0,1,0,-11.0
0,7,3,0,1,1,-12.519968337940526
3,12,3,1,-1,-1,-14.40045191987315
3,12,3,1,-1,0,-20.922047035612945
3,12,3,1,-1,1,-1.1753782055094628
3,12,3,1,0,-1,-14.581456576130352
3,12,3,1,0,0,-12.750100193753568
3,12,3,1,0,1,-13.345225423485806
3,12,3,1,1,-1,-11.858455571416668
3,12,3,1,1,0,-11.649208237967347
3,12,3,1,1,1,-12.030634541846188
1,13,2,1,-1,-1,-15.0
1,13,2,1,-1,0,-3.233342201002543
1,13,2,1,-1,1,-18.0
1,13,2,1,0,-1,-13.844140893768481
1,13,2,1,0,0,-14.130222202470513
1,13,2,1,0,1,-12.0
1,13,2,1,1,-1,-14.078730488376358
1,13,2,1,1,0,-19.0
1,13,2,1,1,1,-15.560093932885461
5,10,3,1,-1,-1,-13.73876821262296
5,10,3,1,-1,0,-14.756641234899291
5,10,3,1,-1,1,-3.1205333114406466
5,10,3,1,0,-1,-14.653461278309592
5,10,3,1,0,0,-12.202183103517664
5,10,3,1,0,1,-15.440097813916363
5,10,3,1,1,-1,-13.7460347485514
5,10,3,1,1,0,-14.170120605782907
5,10,3,1,1,1,-15.902130796674891
14,8,2,2,1,0,-16.385060498786693
14,8,2,2,-1,-1,-5.669897080892344
14,8,2,2,-1,0,-15.0
14,8,2,2,-1,1,-15.74745295932562
14,8,2,2,0,-1,-10.892520576905252
14,8,2,2,0,0,-9.0
14,8,2,2,0,1,-10.0
14,8,2,2,1,-1,-14.55627947163534
14,8,2,2,1,1,-19.0
14,6,2,1,-1,-1,-6.616896397900606
14,6,2,1,-1,0,-7.0
14,6,2,1,-1,1,-9.0
14,6,2,1,0,-1,-6.509589622126171
14,6,2,1,0,0,-24.0
14,6,2,1,0,1,-7.999999999999999
14,6,2,1,1,-1,-4.25
14,6,2,1,1,0,-6.0
14,6,2,1,1,1,-7.573652184652591
12,7,2,1,-1,-1,-6.088771880937622
12,7,2,1,-1,0,-7.826656497314364
12,7,2,1,-1,1,-12.824901416271118
12,7,2,1,0,-1,-9.75573302897421
12,7,2,1,0,0,-6.368751500879843
12,7,2,1,0,1,-12.799520108159605
12,7,2,1,1,-1,-7.165149533250668
12,7,2,1,1,0,-4.523547831557962
12,7,2,1,1,1,-2.199655838977313
2,8,2,0,-1,0,-18.0
2,8,2,0,-1,1,-10.0
2,8,2,0,0,0,-14.0
2,8,2,0,0,1,-19.0
2,8,2,0,1,0,-16.88410747611879
2,8,2,0,1,1,-12.827970501161257
0,9,2,1,-1,-1,-10.0
0,9,2,1,-1,0,-10.374500265847612
0,9,2,1,-1,1,-16.0
0,9,2,1,0,-1,0.25393153171368377
0,9,2,1,0,0,-8.0
0,9,2,1,0,1,-18.0
0,9,2,1,1,-1,0.054152553751586785
0,9,2,1,1,0,-11.0
0,9,2,1,1,1,0.3878642131203699
4,8,2,0,0,0,-20.0
4,8,2,0,-1,0,-15.06135813581918
4,8,2,0,-1,1,-12.802203994587556
4,8,2,0,0,1,-18.89565037621452
4,8,2,0,1,0,-10.99010848227224
4,8,2,0,1,1,-11.762425084932284
13,7,4,0,-1,0,-20.937249180997853
13,7,4,0,-1,1,-18.08675548487294
13,7,4,0,0,0,-18.94215349028404
13,7,4,0,0,1,-20.0
13,7,4,0,1,0,-14.898319913196763
13,7,4,0,1,1,-17.348578301953186
18,5,3,1,-1,-1,0.5237003115755585
18,5,3,1,-1,0,0.7141972756926691
18,5,3,1,-1,1,0.829517462261255
18,5,3,1,0,-1,0.7584507656926359
18,5,3,1,0,0,0.33745724920459774
18,5,3,1,0,1,-16.0
18,5,3,1,1,-1,0.26062228163000645
18,5,3,1,1,0,0.04259146336859432
18,5,3,1,1,1,0.4351268958633786
1,12,5,2,-1,-1,0.28598908412740753
1,12,5,2,-1,0,-15.999999999999998
1,12,5,2,-1,1,-12.0
1,12,5,2,0,-1,-14.0
1,12,5,2,0,0,-9.0
1,12,5,2,0,1,0.18810691770810828
11,5,4,0,-1,0,0.34866629955285877
11,5,4,0,-1,1,-18.0
11,5,4,0,0,0,0.7173373053409718
11,5,4,0,0,1,-18.0
11,5,4,0,1,0,0.5017125268123681
11,5,4,0,1,1,0.036188136028838636
8,6,3,1,-1,-1,0.3234002511346318
8,6,3,1,-1,0,0.549049947910429
8,6,3,1,-1,1,0.7400716560439938
8,6,3,1,0,-1,0.29601349753544315
8,6,3,1,0,0,-17.0
8,6,3,1,0,1,-18.0
8,6,3,1,1,-1,-16.0
8,6,3,1,1,0,0.19334105635083332
8,6,3,1,1,1,-7.999999999999999
10,8,2,0,-1,0,-11.158663566753155
10,8,2,0,-1,1,-9.006754287061437
10,8,2,0,0,0,-20.0
10,8,2,0,0,1,-5.570533674760976
10,8,2,0,1,0,-9.957270142772709
10,8,2,0,1,1,-14.71699431013629
0,14,3,3,-1,-1,-7.999999999999999
0,14,3,3,-1,0,0.13359012153793892
0,14,3,3,-1,1,0.04874753170218016
0,14,3,3,0,-1,0.2945564889820199
0,14,3,3,0,0,-10.0
0,14,3,3,0,1,-17.0
0,14,3,3,1,-1,0.13560373220550104
0,14,3,3,1,0,-11.0
0,14,3,3,1,1,-12.0
5,8,2,1,-1,-1,-5.0
5,8,2,1,-1,0,-17.56009393288546
5,8,2,1,-1,1,-2.4129276990600843
5,8,2,1,0,-1,-19.0
5,8,2,1,0,0,-7.509272791782744
5,8,2,1,0,1,-11.0
5,8,2,1,1,-1,-13.0
5,8,2,1,1,0,-11.893689819243411
5,8,2,1,1,1,-14.0
0,10,2,0,-1,0,-15.0
0,10,2,0,-1,1,-11.463120164779065
0,10,2,0,0,0,-9.920766451616204
0,10,2,0,0,1,-12.106378644393992
0,10,2,0,1,0,-16.0
0,10,2,0,1,1,-12.0
19,5,0,0,0,1,-12.310073229502674
19,5,0,0,1,0,-20.46832999310779
19,5,0,0,1,1,-19.853460817311877
19,6,0,1,0,-1,-19.193875663676078
19,6,0,1,0,0,-13.0
19,6,0,1,0,1,-15.256731322413561
19,6,0,1,1,-1,-9.255708912536637
19,6,0,1,1,0,-24.0
19,6,0,1,1,1,-11.0
7,7,5,1,-1,-1,-9.471422976612592
7,7,5,1,-1,0,-12.0
7,7,5,1,-1,1,-11.067331670822941
7,7,5,1,0,-1,-13.932719289182566
7,7,5,1,0,0,-21.0
7,7,5,1,0,1,-13.290127223638155
3,8,5,1,-1,-1,-21.0
3,8,5,1,-1,0,-11.890851119095737
3,8,5,1,-1,1,-13.180653128255322
3,8,5,1,0,-1,-13.020339703436093
3,8,5,1,0,0,-15.0
3,8,5,1,0,1,-11.198661422535546
0,9,3,1,-1,-1,-14.0
0,9,3,1,-1,0,-13.0
0,9,3,1,-1,1,-9.0
0,9,3,1,0,-1,-18.0
0,9,3,1,0,0,-21.0
0,9,3,1,0,1,-17.0
0,9,3,1,1,-1,-8.20387097998073
0,9,3,1,1,0,-7.999999999999999
0,9,3,1,1,1,-14.0
6,8,2,0,-1,0,-5.932514316138626
6,8,2,0,-1,1,-13.313027078802502
6,8,2,0,0,0,-13.289771674593057
6,8,2,0,0,1,-14.385166932935215
6,8,2,0,1,0,-13.92261634489031
6,8,2,0,1,1,-19.750440066493958
1,12,2,1,-1,-1,-16.00838297423559
1,12,2,1,-1,0,-6.277610029337016
1,12,2,1,-1,1,-13.0
1,12,2,1,0,-1,-14.0
1,12,2,1,0,0,-8.0
1,12,2,1,0,1,-17.878354810890702
1,12,2,1,1,-1,-9.0
1,12,2,1,1,0,-9.0
1,12,2,1,1,1,-20.0
14,9,4,0,-1,0,-15.147496776219013
14,9,4,0,-1,1,-19.3400023774705
14,9,4,0,0,0,-19.861041480349122
14,9,4,0,0,1,-20.46758901528641
14,9,4,0,1,0,-15.807020924889317
14,9,4,0,1,1,-19.95770381430959
3,10,4,0,-1,0,-10.774961174089174
3,10,4,0,-1,1,-17.132592948515022
3,10,4,0,0,0,-13.0
3,10,4,0,0,1,-13.0
3,10,4,0,1,0,-23.0
3,10,4,0,1,1,-15.006076899694403
3,9,4,0,-1,0,-12.459910662185107
3,9,4,0,-1,1,-13.0
3,9,4,0,0,0,-20.0
3,9,4,0,0,1,-19.260565816946226
3,9,4,0,1,0,-17.0
3,9,4,0,1,1,-12.15170980175088
10,9,1,0,-1,0,-16.18786396880654
10,9,1,0,-1,1,-19.0
10,9,1,0,0,0,-4.823768283993228
10,9,1,0,0,1,-11.625871430684134
10,9,1,0,1,0,-16.0
10,9,1,0,1,1,-13.224032315148836
16,8,0,1,0,-1,-17.157832481194163
16,8,0,1,0,0,-14.567366207250418
16,8,0,1,0,1,-16.48517313975307
16,8,0,1,1,-1,-18.0
16,8,0,1,1,0,-15.10195979885001
16,8,0,1,1,1,-12.998205947163257
7,10,3,2,-1,-1,-3.072320635088952
7,10,3,2,-1,0,-2.5424503570989865
7,10,3,2,-1,1,-0.42500214794598856
7,10,3,2,0,-1,-6.279603477190745
7,10,3,2,0,0,-3.702011941725923
7,10,3,2,0,1,-2.336207335587305
7,10,3,2,1,-1,-11.895472617785387
7,10,3,2,1,0,-11.38850841560835
7,10,3,2,1,1,-3.137121873798713
1,11,3,0,-1,0,-9.0
1,11,3,0,-1,1,-15.0
1,11,3,0,0,0,-10.0
1,11,3,0,0,1,-2.0
1,11,3,0,1,0,-7.0
1,11,3,0,1,1,-21.0
0,8,5,1,-1,-1,-10.724656833742992
0,8,5,1,-1,0,-12.187741113601614
0,8,5,1,-1,1,-11.037166912409315
0,8,5,1,0,-1,-17.178133862776058
0,8,5,1,0,0,-13.213919322138652
0,8,5,1,0,1,-11.636234709741771
2,11,2,1,-1,-1,-14.419890711371675
2,11,2,1,-1,0,-3.2477056814208307
2,11,2,1,-1,1,-17.146723735539013
2,11,2,1,0,-1,-13.0
2,11,2,1,0,0,-11.2490076260186
2,11,2,1,0,1,-12.887115645225533
2,11,2,1,1,-1,-10.594409749868491
2,11,2,1,1,0,-10.48650862657808
2,11,2,1,1,1,-10.38525928259551
7,10,5,1,-1,-1,-14.768715088006733
7,10,5,1,-1,0,-16.536019148563536
7,10,5,1,-1,1,-17.0
7,10,5,1,0,-1,-16.599807036539964
7,10,5,1,0,0,-13.671231668858514
7,10,5,1,0,1,-17.78711381477303
0,15,3,3,-1,-1,-20.0
0,15,3,3,-1,0,-9.819053620335497
0,15,3,3,-1,1,-19.0
0,15,3,3,0,-1,-12.369232103985198
0,15,3,3,0,0,-15.0
0,15,3,3,0,1,-9.110883309311046
0,15,3,3,1,-1,-14.0
0,15,3,3,1,0,-12.0
0,15,3,3,1,1,-9.0
3,12,2,1,-1,-1,-13.0
3,12,2,1,-1,0,-1.8940173587614675
3,12,2,1,-1,1,-12.0
3,12,2,1,0,-1,-9.691605779648569
3,12,2,1,0,0,-19.0
3,12,2,1,0,1,-11.075499770433353
3,12,2,1,1,-1,-17.0
3,12,2,1,1,0,-11.0
3,12,2,1,1,1,-9.439891223328962
1,14,2,2,-1,-1,-1.2666377371178732
1,14,2,2,-1,0,0.0
1,14,2,2,-1,1,-10.621418522321289
1,14,2,2,0,-1,-12.20207450279776
1,14,2,2,0,0,-10.067337846262317
1,14,2,2,0,1,-10.30774156082494
1,14,2,2,1,-1,-11.453882063917517
1,14,2,2,1,0,-10.640551332187691
1,14,2,2,1,1,-10.707220252893812
0,15,1,1,-1,-1,-12.180503652959457
0,15,1,1,-1,0,0.0
0,15,1,1,-1,1,-10.0
0,15,1,1,0,-1,-4.0
0,15,1,1,0,0,-12.041628056169362
0,15,1,1,0,1,-10.0
0,15,1,1,1,-1,-13.685328041007537
0,15,1,1,1,0,-11.0
0,15,1,1,1,1,-12.0
0,15,0,0,0,1,0.0
0,15,0,0,1,0,-16.0
0,15,0,0,1,1,-12.0
0,16,0,1,0,-1,0.0
0,16,0,1,0,0,0.0
0,16,0,1,0,1,0.0
0,16,0,1,1,-1,0.0
0,16,0,1,1,0,0.0
0,16,0,1,1,1,0.0
11,8,2,1,-1,-1,-6.478465566282147
11,8,2,1,-1,0,-6.548994171143565
11,8,2,1,-1,1,-13.004134860671869
11,8,2,1,0,-1,-11.829346616265981
11,8,2,1,0,0,-5.348008139013892
11,8,2,1,0,1,-12.972931202784249
11,8,2,1,1,-1,-7.982189491363438
11,8,2,1,1,0,-3.0729706469258216
11,8,2,1,1,1,-13.213257585085344
13,7,1,0,1,1,-4.233893291018745
13,7,1,0,-1,0,-14.713867193836032
13,7,1,0,-1,1,-16.33820419637311
13,7,1,0,0,0,-9.564270695857754
13,7,1,0,0,1,-7.347036995682499
13,7,1,0,1,0,-9.781837468195857
5,6,5,0,-1,0,-17.0
5,6,5,0,-1,1,-18.0
5,6,5,0,0,0,-11.0
5,6,5,0,0,1,-15.231840200430248
8,8,1,1,-1,-1,-22.0
8,8,1,1,-1,0,-17.817659469407907
8,8,1,1,-1,1,-10.0
8,8,1,1,0,-1,-15.911935750529983
8,8,1,1,0,0,-11.0
8,8,1,1,0,1,-4.21636657817907
8,8,1,1,1,-1,-15.949927479333565
8,8,1,1,1,0,-6.561772575639711
8,8,1,1,1,1,-10.0
8,9,0,1,0,-1,-4.0
8,9,0,1,0,0,-13.0
8,9,0,1,0,1,-16.817659469407907
8,9,0,1,1,-1,-19.0
8,9,0,1,1,0,-5.086374707402651
8,9,0,1,1,1,-20.0
1,10,2,1,-1,-1,-12.924251742487693
1,10,2,1,-1,0,-13.711069374857345
1,10,2,1,-1,1,-18.0
1,10,2,1,0,-1,-11.249008843059475
1,10,2,1,0,0,-13.277043633219467
1,10,2,1,0,1,-12.501519756838906
1,10,2,1,1,-1,-15.0
1,10,2,1,1,0,-13.450083124040379
1,10,2,1,1,1,-15.0
6,10,2,2,-1,-1,0.07525896717498481
6,10,2,2,-1,0,-0.9999999999999999
6,10,2,2,-1,1,-8.0
6,10,2,2,0,-1,-16.0
6,10,2,2,0,0,-15.260735463301806
6,10,2,2,0,1,0.0
6,10,2,2,1,-1,-16.631990169384387
6,10,2,2,1,0,-1.0
6,10,2,2,1,1,-9.0
8,9,1,1,-1,-1,-6.524635129868206
8,9,1,1,-1,0,-9.7725610356363
8,9,1,1,-1,1,-10.16015261096728
8,9,1,1,0,-1,-6.023649805883518
8,9,1,1,0,0,-3.294485991202009
8,9,1,1,0,1,-12.183439757256087
8,9,1,1,1,-1,-5.811210837089852
8,9,1,1,1,0,-4.039849992806533
8,9,1,1,1,1,-1.1857939937713438
5,8,4,0,-1,0,-18.0
5,8,4,0,-1,1,-11.612911509563856
5,8,4,0,0,0,-19.011720793154502
5,8,4,0,0,1,-21.0
5,8,4,0,1,0,-14.703919132928776
5,8,4,0,1,1,-16.372880277981903
1,9,4,1,-1,-1,-20.0
1,9,4,1,-1,0,-16.0
1,9,4,1,-1,1,-12.0
1,9,4,1,0,-1,-23.0
1,9,4,1,0,0,-11.0
1,9,4,1,0,1,-12.53668616551024
1,9,4,1,1,-1,-10.134687998531993
1,9,4,1,1,0,-23.0
1,9,4,1,1,1,-13.847054301145652
22,4,0,0,0,1,-10.733392486628144
22,4,0,0,1,0,-14.340616806607214
22,4,0,0,1,1,-7.2232938286287
14,9,4,2,-1,-1,0.011887909485163273
14,9,4,2,-1,0,0.13273136182609135
14,9,4,2,-1,1,-15.0
14,9,4,2,0,-1,-13.0
14,9,4,2,0,0,-18.0
14,9,4,2,0,1,0.21130527377719666
14,9,4,2,1,-1,-22.0
14,9,4,2,1,0,0.03579373963865884
14,9,4,2,1,1,-9.0
16,9,0,2,0,-1,-20.0
16,9,0,2,0,0,-14.0
16,9,0,2,0,1,-8.960643923714699
16,9,0,2,1,-1,-13.0
16,9,0,2,1,0,-13.0
16,9,0,2,1,1,-11.066603764150436
15,5,4,0,-1,0,-23.0
15,5,4,0,-1,1,0.5247844911640868
15,5,4,0,0,0,0.6805891316684439
15,5,4,0,0,1,0.5731106359442141
15,5,4,0,1,0,0.3574563950342661
15,5,4,0,1,1,0.08512370384221923
5,6,2,0,-1,0,-13.0
5,6,2,0,-1,1,0.5326556370942744
5,6,2,0,0,0,-19.0
5,6,2,0,0,1,-13.0
5,6,2,0,1,0,0.4918350548803688
5,6,2,0,1,1,-15.0
3,6,2,0,-1,0,-19.0
3,6,2,0,-1,1,0.5414053130966383
3,6,2,0,0,0,0.2551713113788695
3,6,2,0,0,1,-1.0
3,6,2,0,1,0,0.20289542660313087
3,6,2,0,1,1,-18.0
0,7,3,1,-1,-1,0.059728562303630994
0,7,3,1,-1,0,-7.0
0,7,3,1,-1,1,0.38871299553796024
0,7,3,1,0,-1,-14.0
0,7,3,1,0,0,-17.0
0,7,3,1,0,1,0.01395387781129942
0,7,3,1,1,-1,-17.0
0,7,3,1,1,0,0.03214515979118804
0,7,3,1,1,1,0.3177215753386259
9,9,5,0,-1,0,-18.657604663463403
9,9,5,0,-1,1,-11.134887413150778
9,9,5,0,0,0,-14.232873381028403
9,9,5,0,0,1,-13.717954819399072
0,10,5,1,-1,-1,-8.63377517254694
0,10,5,1,-1,0,-21.0
0,10,5,1,-1,1,-18.22375003423267
0,10,5,1,0,-1,-8.539661762607325
0,10,5,1,0,0,-8.544904137235116
0,10,5,1,0,1,-23.0
2,12,2,2,-1,-1,-10.524716914811245
2,12,2,2,-1,0,-1.3045573580705723
2,12,2,2,-1,1,-11.0
2,12,2,2,0,-1,-8.318565701997912
2,12,2,2,0,0,-15.33299766635553
2,12,2,2,0,1,-17.01043420587791
2,12,2,2,1,-1,-17.0
2,12,2,2,1,0,-9.487953555878084
2,12,2,2,1,1,-15.0
0,15,2,3,-1,-1,0.5748928787189753
0,15,2,3,-1,0,-12.0
0,15,2,3,-1,1,0.5301307400442494
0,15,2,3,0,-1,-19.0
0,15,2,3,0,0,0.3042455659404333
0,15,2,3,0,1,0.48815605740163315
0,15,2,3,1,-1,0.06666591214469797
0,15,2,3,1,0,-12.0
0,15,2,3,1,1,0.26287117303804275
4,10,3,0,-1,0,-15.891038969903349
4,10,3,0,-1,1,-12.437774645751766
4,10,3,0,0,0,-10.93098374127415
4,10,3,0,0,1,-17.447578935466545
